formula,hform,pred_LR,erro_abs_LR,pred_GB,erro_abs_GB,pred_RF,erro_abs_RF,pred_RNA,erro_abs_RNA
ScO2,-2.47096075915427,-2.653330903002898,0.18237014384862826,-2.956014737125843,0.48505397797157324,-3.1384571236735344,0.6674963645192644,-2.886865239700941,0.4159044805466712
Au2O,0.8442465972383632,-0.32626566151778724,1.1705122587561503,0.4526979697944458,0.39154862744391733,0.17968989630247742,0.6645567009358857,0.6029892340772096,0.24125736316115354
Ti2Cl2,-0.7991230367307365,-1.4738439282181848,0.6747208914874483,-1.3084118376657647,0.5092888009350283,-1.4631199009782714,0.6639968642475349,-0.7839915576070837,0.015131479123652758
HfPd2,0.631633133285117,-0.12874994968631115,0.7603830829714282,0.16749409026145123,0.4641390430236658,-0.031233043117262955,0.66286617640238,-0.5022174305354612,1.1338505638205782
Sn2F2O6P2,-2.106219166631495,-1.2829780819380916,0.8232410846934035,-1.5883869529942989,0.5178322136371962,-1.4540570071114827,0.6521621595200124,-1.8668305318253098,0.23938863480618533
Ag2Cl2N2,0.9669715978985506,-0.10132514567525841,1.0682967435738089,0.36816526360511165,0.5988063342934389,0.3154739278533224,0.6514976700452282,0.692762860578245,0.2742087373203056
Na2Ru2H10N2O2,-0.1446516645256521,-0.4272993236218555,0.28264765909620343,-0.7095970091806879,0.5649453446550359,-0.7773857072976532,0.6327340427720012,-0.227033147410088,0.08238148288443592
TaFI,-0.7053178205725447,-1.364478861625653,0.6591610410531082,-1.2732852263855161,0.5679674058129714,-1.3374402082469214,0.6321223876743768,-1.0065908868890967,0.30127306631655204
Zn2O6Si2,-2.0226870967923047,-1.32894331352768,0.6937437832646247,-1.681767164737855,0.3409199320544498,-1.3918201377901427,0.630866959002162,-1.6456171216870767,0.377069975105228
PdSc2Br6,-1.4594172551751887,-1.093067273490903,0.3663499816842857,-1.0010822087436804,0.45833504643150835,-0.8439803445305981,0.6154369106445906,-1.2901698407875708,0.16924741438761792
V2F2O2,-2.5257733878974675,-2.100940085772211,0.4248333021252564,-2.003705442090732,0.5220679458067354,-1.9122606038053447,0.6135127840921228,-2.2188582484208133,0.3069151394766543
Y2Cl2O4,-1.8097208317286049,-2.405609485562221,0.5958886538336163,-2.4671212610106634,0.6574004292820586,-2.414759959302467,0.605039127573862,-2.4714577046938495,0.6617368729652446
Fe2F2NO2,-0.3018990732899037,-1.129080904622734,0.8271818313328303,-0.6677896559018354,0.3658905826119317,-0.9003609285685311,0.5984618552786274,-0.6857999082782279,0.3839008349883242
In2F2O2,-2.034770773057897,-1.4708227919637822,0.563947981094115,-1.5256266430366616,0.5091441300212356,-1.453632909499182,0.5811378635587152,-1.6809147552298092,0.35385601782808807
YBr,-0.837582220527378,-1.8746354161542225,1.0370531956268445,-1.149580283927838,0.31199806340046,-1.406565058448357,0.5689828379209791,-1.4977981359693446,0.6602159154419667
Ca2Pb4F12,-2.925705355301121,-1.714315094875292,1.211390260425829,-2.3445066971466044,0.5811986581545168,-2.3626186246743996,0.5630867306267215,-2.850615179084083,0.07509017621703817
AuZrBr2F2O,-1.853224351047679,-1.7612071840463586,0.09201716700132034,-1.291153948479938,0.562070402567741,-1.2970940070405181,0.5561303440071608,-1.3592116040835254,0.49401274696415354
N2Si6,0.4008229251175734,-0.01641685106222146,0.41723977617979485,0.12330317447218636,0.27751975064538703,-0.1533922000729428,0.5542151251905162,0.3098958603261015,0.09092706479147189
Ta2F2O2,-2.4778853180876474,-1.9395377669699967,0.5383475511176508,-2.1175902760870455,0.3602950420006019,-1.9276768433257823,0.5502084747618652,-2.2194923699191467,0.2583929481685008
Ir3Pd2TaB2CCl2ISSe3,-0.1652115066574015,-0.635343744662315,0.47013223800491355,-0.36259436669378137,0.19738286003637986,-0.7136027138975339,0.5483912072401325,0.23666997121703673,0.40188147787443823
Y2Cl2O2,-3.178273776464548,-2.4042970984057126,0.7739766780588355,-2.6105915022383406,0.5676822742262075,-2.639005322140384,0.5392684543241639,-2.818040480325059,0.36023329613948896
Li2B2,0.8541749070882987,-0.0022190539614165283,0.8563939610497152,0.5659226054239913,0.2882523016643074,0.31822963273704635,0.5359452743512523,0.21526800638154936,0.6389069007067494
Ca4As4,-0.7433614716609935,-0.9042000397180656,0.16083856805707208,-0.3603650381883819,0.38299643347261164,-0.20798103450830163,0.5353804371526919,-0.13537829439157112,0.6079831772694224
NiTa2CI2O,-0.2924942565430979,-0.6748595295878692,0.3823652730447713,-0.7490987695898907,0.45660451304679284,-0.8264332659684688,0.5339390094253709,-0.0864520186503436,0.2060422378927543
Pd2N4S12,0.396271695046001,0.09291510619030463,0.3033565888556964,0.059902378877944765,0.33636931616805626,-0.1363846335542265,0.5326563286002275,0.0791001201207934,0.31717157492520764
HfTlClINO,-1.049487506426613,-1.0842140004821137,0.03472649405550077,-1.2764972626135784,0.2270097561869655,-1.5804757690451272,0.5309882626185143,-1.0797976764266493,0.03031017000003633
CdFHO,-1.504524721600538,-1.1854242342154935,0.3191004873850445,-1.015073017725571,0.48945170387496706,-0.9791778057868492,0.5253469158136888,-1.2781048164830826,0.22641990511745536
Li2C2H4,0.265344715533014,0.16789489976600014,0.09744981576701384,-0.08679173367617446,0.3521364492091884,-0.25845963123971294,0.5238043467727269,0.2999298933294872,0.03458517779647324
Os2Rb2H10N2O2,-0.138555329123001,-0.3829340677220051,0.2443787385990041,-0.65129736231756,0.5127420331945589,-0.6562232093845483,0.5176678802615473,-0.8644180874027694,0.7258627582797683
W2F2N,-0.9272627581796442,-1.165446858684697,0.2381841005050529,-1.3335559216702901,0.4062931634906459,-1.4448496021177426,0.5175868439380984,-0.9409937669777257,0.013731008798081534
Cs2F2,-2.599490705680376,-1.779311618908012,0.8201790867723642,-2.1129761947403694,0.48651451094000686,-2.088327917416624,0.5111627882637522,-2.0116832990274505,0.5878074066529257
AuF2O2,0.0120039243544852,-1.1086072101426043,1.1206111344970895,-0.37381279431616826,0.3858167186706535,-0.4960993283358834,0.5081032526903686,-0.1891356519615261,0.2011395763160113
FeF6N6,0.1493085534840059,-1.2516348397630792,1.4009433932470852,-0.2641972108305249,0.4135057643145308,-0.357624589181369,0.5069331426653749,-0.31096233112826843,0.46027088461227433
AuHf2IO3,-2.150057794465197,-1.4004970784739619,0.7495607159912352,-1.3830564577132807,0.7670013367519164,-1.6456952344742708,0.5043625599909263,-1.4782113268656818,0.6718464675995153
CuMoBr2O2,-1.0757757270751458,-0.854305826039619,0.22146990103552677,-0.7442265128517056,0.3315492142234402,-0.572357284838352,0.5034184422367938,-0.8167857785281499,0.25898994854699586
VF2S2,-1.0865953446942669,-1.6034021189651588,0.5168067742708919,-1.4666130458130044,0.38001770111873756,-1.5874937233018556,0.5008983786075887,-1.3950191280084154,0.30842378331414855
NaNb3O4,-1.536130822787495,-1.3213890393660292,0.21474178342146577,-2.1466655995097796,0.6105347767222846,-2.0358051340951486,0.4996743113076536,-1.7227064748070446,0.18657565201954962
VFH4N4O6,-0.6988666710179681,-1.7039198026008406,1.0050531315828726,-1.2318012312318964,0.5329345602139284,-1.1843819881517095,0.4855153171337414,-0.6691999536081275,0.029666717409840615
Cu2O6Si2,-1.8062450829544323,-1.1680242940062708,0.6382207889481615,-1.2306730425837829,0.5755720403706495,-1.3214109962527985,0.48483408670163386,-1.6089541199702655,0.19729096298416682
NbFI,-0.9433454200334944,-1.3460284540187866,0.40268303398529215,-1.5416894442734166,0.5983440242399222,-1.416958875415115,0.4736134553816206,-1.0842126748204635,0.14086725478696904
YS2,-0.9781521855097312,-1.6907500285843564,0.7125978430746253,-1.279524198580829,0.30137201307109784,-1.451750721157833,0.47359853564810195,-1.2928954268356454,0.31474324132591425
PtSc3Br3IO4,-2.0887552602474906,-1.625299996100094,0.4634552641473966,-1.689090059778833,0.3996652004686576,-1.6159855928866964,0.4727696673607942,-1.4652648998033984,0.6234903604440922
Al2Cl2O2,-2.3538887959673995,-1.2823402312959962,1.0715485646714034,-1.850383427476166,0.5035053684912336,-1.900904867483717,0.4529839284836825,-1.952031115613181,0.4018576803542184
HfTiITe,-0.2838010132286221,-0.992034059572237,0.7082330463436148,-0.4598873468269242,0.1760863335983021,-0.7330593574181186,0.44925834418949645,-0.2432988945761084,0.04050211865251371
Cl2Si,-0.4892761666457363,-0.8851476813463623,0.39587151470062604,-0.9983570294573665,0.5090808628116301,-0.9376476498334038,0.44837148318766745,-0.9612324974868796,0.47195633084114325
K2H6N2O8,-0.2358138622348586,-0.9857676562100712,0.7499537939752127,-0.6176676825981136,0.381853820363255,-0.6825588216100663,0.44674495937520775,-0.3167978680553437,0.08098400582048512
Ti3B2F2O2,-1.7767514197225305,-1.9024655559925514,0.12571413627002093,-1.1722691268338559,0.6044822928886746,-1.3333215623735413,0.4434298573489892,-1.474695702082949,0.3020557176395815
Nb2F2O2,-2.5874614019984272,-1.9461100339713933,0.641351368027034,-2.1929979399844344,0.39446346201399285,-2.144034207164754,0.44342719483367343,-2.268849049228051,0.31861235277037636
Pd2F2O4,-0.2998377403075958,-1.2476525646718142,0.9478148243642184,-0.5832114734674188,0.28337373315982295,-0.7311059954068003,0.4312682550992045,-0.21570216646591236,0.08413557384168344
Ca2F4H8O4,-2.0138177752497537,-1.3710325528827791,0.6427852223669746,-1.434008072087725,0.5798097031620286,-1.5834540538288013,0.43036372142095236,-2.1576230697814784,0.14380529453172475
Au2C4F4O8,-1.1920973575837936,-0.6830488174136616,0.509048540170132,-0.9803068077190097,0.21179054986478396,-0.7667939261403042,0.4253034314434895,-1.0799622353912401,0.1121351221925535
Ga2F6,-2.7077559030174747,-1.864707093807714,0.8430488092097608,-2.3609153966674374,0.34684050635003727,-2.2847308304496052,0.4230250725678695,-2.2525799411311067,0.455175961886368
Li2F4N2,-0.7078800652244395,-1.3867005675769766,0.6788205023525371,-1.0784006726149074,0.3705206073904679,-1.1294904832846606,0.42161041806022115,-0.6490644811225663,0.05881558410187315
Cr2Br2,0.2460666392125157,-0.4380237899625571,0.6840904291750728,-0.12127653653302481,0.36734317574554054,-0.16865607494680548,0.41472271415932116,0.07076805666884618,0.17529858254366953
PdTi3FO7,-2.3887264248607174,-2.0630601644571627,0.32566626040355473,-1.8408930697322383,0.5478333551284791,-1.9750014323079013,0.41372499255281614,-2.294964064262208,0.09376236059850962
Ba2F2I2,-2.961719264415187,-2.001704123687608,0.9600151407275792,-2.998147159861455,0.03642789544626801,-2.5532444082220436,0.4084748561931435,-2.8937057406274653,0.06801352378772174
PtF2,-0.6956890847617666,-1.3280522005232882,0.6323631157615216,-1.0447633605724689,0.3490742758107023,-1.0961668110103213,0.4004777262485547,-0.8924922870687266,0.19680320230696002
MgB2H8,-0.2318269463492551,-0.05694139530897069,0.17488555104028441,0.28819940023566576,0.5200263465849209,0.16733439219539456,0.39916133854464964,0.3508427658584254,0.5826697122076805
InClSeSi,-0.1017155824326563,-0.7023586115821917,0.6006430291495354,-0.5817253041692918,0.4800097217366355,-0.4956264328872939,0.3939108504546376,-0.27809809300503263,0.17638251057237633
NiBr2O8,0.2883158841671616,-0.8032613394444423,1.091577223611604,-0.204244591253323,0.4925604754204846,-0.10191464277607111,0.3902305269432327,-0.033288830647984345,0.3216047148151459
SnF2O2,-0.4918518388402297,-1.4699376962235315,0.9780858573833018,-1.1917512105327341,0.6998993716925044,-0.8809543330990274,0.38910249425879767,-1.1553060001139739,0.6634541612737441
Hf2VClIO4,-2.350148030076115,-1.6479532496920932,0.7021947803840216,-1.980909905304686,0.3692381247714289,-1.9614285252560577,0.3887195048200571,-1.8859415253692755,0.46420650470683933
IrF2,-0.5548110696298808,-1.5059973263884272,0.9511862567585464,-1.2630668851357176,0.7082558155058368,-0.9416076313670447,0.3867965617371639,-0.9040227394343183,0.3492116698044375
AlN,-0.8653509800858687,-0.491587604521326,0.37376337556454275,-0.5142919130359492,0.3510590670499195,-0.48356322703560894,0.3817877530502598,-0.33619863098821906,0.5291523490976497
MnClSeSi,-0.1074227645458538,-0.7029290484597717,0.5955062839139179,-0.42497959622738013,0.3175568316815263,-0.4889486799740498,0.38152591542819597,-0.4412078826865167,0.33378511814066286
Zr3H2N2Te2,-0.5647591373146817,-1.0886451175132978,0.5238859801986161,-1.0319385226497664,0.46717938533508463,-0.9361636834917259,0.3714045461770441,-0.6083041380139889,0.04354500069930711
IOP,-0.0405686543661349,-0.8073644721186175,0.7667958177524826,-0.47333746053188525,0.43276880616575036,-0.4096424959846435,0.3690738416185086,-0.4153321714459143,0.3747635170797794
GaC,1.4484371752757994,0.7384966084574631,0.7099405668183363,1.2585485734810389,0.18988860179476053,1.0835795486046766,0.36485762667112276,1.3939960993662683,0.05444107590953107
C2F2Ge2,0.0143767005709497,-0.537056735260428,0.5514334358313777,-0.41020534129792113,0.42458204186887083,-0.3477614415611581,0.3621381421321078,0.0023134170622959773,0.012063283508653723
Cr2F4,-2.3293440352572365,-1.8171192377587455,0.512224797498491,-2.1897373137549097,0.1396067215023269,-1.9681961495753852,0.3611478856818513,-1.8561712434341548,0.4731727918230817
Os2I2O2,0.1088310736373377,-0.6625714096351664,0.771402483272504,-0.24895091212818354,0.3577819857655212,-0.2516392604452658,0.3604703340826035,0.1558937840741866,0.04706271043684891
Na4O4S8,-0.6933599587405501,-1.299493279704322,0.6061333209637718,-0.647756178067514,0.045603780673036165,-0.33306309392708067,0.36029686481346945,-0.6741026981394668,0.019257260601083348
Ba2O12P4,-2.422646062011375,-1.7922863111865952,0.6303597508247798,-2.1545001906119348,0.26814587139944024,-2.0653458626081656,0.35730019940320945,-2.2656474044762582,0.15699865753511677
PdBr2O8,0.4075632490577041,-0.7429701247193963,1.1505333737771004,0.05142450148940251,0.35613874756830155,0.052110768986822646,0.3554524800708814,0.1780869200679269,0.22947632898977718
RbSe2,0.1348305427607276,-0.7816532566528256,0.9164837994135532,-0.18125182765348596,0.31608237041421355,-0.21322033627970363,0.3480508790404312,-0.03527382082089505,0.17010436358162265
ZnBr2,-0.92373152940592,-0.3250575826686572,0.5986739467372628,-0.7599293942105004,0.16380213519541953,-0.5763019818341578,0.34742954757176214,-0.6618979599465649,0.2618335694593551
F2Si,-1.7515646176555446,-1.823145705919265,0.07158108826372045,-2.45369885908891,0.7021342414333653,-2.095769941344679,0.34420532368913426,-2.502395383036741,0.7508307653811963
CrFO2,-1.1909005450486223,-1.6385401938674171,0.4476396488187948,-1.772178027107817,0.5812774820591946,-1.532207207365786,0.34130666231716367,-1.3449481559388596,0.15404761089023733
Pb2C2H6O6P2,-1.1498825203831973,-0.42069488460032867,0.7291876357828686,-0.7497686737784836,0.4001138466047137,-0.8091602901316651,0.34072223025153214,-0.9498813280749823,0.200001192308215
Ti3ClINO2,-1.93949653393122,-1.1390328239686245,0.8004637099625955,-1.5453229502827694,0.39417358364845057,-1.6003559546859993,0.3391405792452207,-1.5082067247770417,0.43128980915417836
NbZrCl2S,-0.927701692448818,-1.4926299481487426,0.5649282556999247,-1.2985177485288217,0.3708160560800038,-1.2661675422005687,0.33846584975175076,-1.0699015244976589,0.1421998320488409
Al2I2,-0.1426313180476928,-0.7297115926077831,0.5870802745600903,-0.5835544872248987,0.44092316917720586,-0.4797189682243081,0.3370876501766153,-0.3710241737265355,0.2283928556788427
Os2Cl2,0.3703078494717715,-0.4959278470474223,0.8662356965191937,0.21608264503760685,0.15422520443416463,0.03562456493143285,0.33468328454033863,0.6874686762059586,0.31716082673418716
VYClSe,-0.724593276859423,-1.4552999873305115,0.7307067104710885,-1.0983549440323048,0.37376166717288184,-1.0584862998607314,0.3338930230013084,-1.210692306221733,0.48609902936231
Y4C3F2S2,-0.6649186643429462,-1.6862152508564325,1.0212965865134862,-1.0579532854853717,0.3930346211424255,-0.9942140648543487,0.3292954005114025,-0.7812326533474453,0.11631398900449907
Ni3ZrBr2Se6,-0.520773505040585,-1.14625132353152,0.625477818490935,-0.8968245064191263,0.3760510013785413,-0.8485682970761091,0.3277947920355242,-0.6047030808532915,0.08392957581270655
Bi2W,0.5872712737528971,0.2822154129293112,0.30505586082358593,0.2115416271638495,0.3757296465890476,0.25989584320316,0.3273754305497371,-0.036699273542514475,0.6239705472954116
PbWO4,-1.8499876819129104,-0.9460482229372478,0.9039394589756626,-1.308270220267143,0.5417174616457674,-1.5242212511662612,0.32576643074664924,-1.4430980283114632,0.40688965360144724
CoBr2O8,0.2508046901820222,-0.8918141417113189,1.142618831893341,-0.3133296759953889,0.5641343661774112,-0.07108295826771663,0.32188764844973883,-0.012895872929984863,0.26370056311200707
F4Ge,-2.4409676822564625,-1.5794676393372047,0.8615000429192579,-2.184802014504621,0.2561656677518416,-2.1193267829186166,0.3216408993378459,-2.2376508942405846,0.20331678801587794
Na2C4F6O6,-1.764127182540324,-1.1261588658675716,0.6379683166727523,-1.2651160916261417,0.4990110909141823,-1.4444888226361354,0.31963835990418854,-1.1965992384729711,0.5675279440673529
Ti2BF2S2,-1.0764047590615975,-1.8213707419335747,0.7449659828719772,-1.3801713088933778,0.3037665498317803,-1.3944420873286174,0.3180373282670199,-1.128525480963268,0.05212072190167061
Ge4H4O10,-1.4172672950194094,-0.90089994372287,0.5163673512965394,-1.283402805715921,0.13386448930348838,-1.0997347797999262,0.3175325152194832,-1.1778592237780148,0.23940807124139463
In2O4,-0.8499659299966152,-1.465614992371572,0.6156490623749568,-1.1729510349047207,0.3229851049081055,-1.1656889904154355,0.31572306041882026,-1.0700311882191833,0.22006525822256806
W2C,0.9571534170574896,0.43159871433127184,0.5255547027262177,0.6906874481470604,0.2664659689104292,0.6425737702523545,0.31457964680513506,0.36056891616027575,0.5965845008972138
Al2H2O8Te2,-1.7356673642904532,-1.1629309146774809,0.5727364496129723,-1.4789617216967066,0.2567056425937466,-1.4213717626238787,0.31429560166657455,-1.717339611510613,0.018327752779840223
Sc6ClN3O5,-2.4367337167590555,-1.8150926010648127,0.6216411156942427,-2.0965657554870045,0.34016796127205096,-2.1228286585050196,0.3139050582540359,-2.278284652280372,0.15844906447868334
FeF2O2,-0.5860040312541471,-1.636125138674142,1.050121107419995,-1.1300523546718493,0.5440483234177022,-0.8966262097651605,0.31062217851101337,-0.6710006435624688,0.08499661230832167
Al2CdO4,-2.23475738422106,-1.6444372241558676,0.5903201600651924,-1.8784336269363224,0.35632375728473753,-1.9250666309800233,0.3096907532410367,-1.979684401345825,0.25507298287523494
HfWZr2BCl6GeO3Se,-1.5326956701218857,-1.7059304808456899,0.1732348107238042,-1.1594776795588935,0.3732179905629922,-1.2242450051919704,0.30845066492991524,-0.9481059296558069,0.5845897404660788
HfPd2H2O6,-1.2032518000250692,-1.7407435377095992,0.5374917376845301,-1.4691882509647678,0.26593645093969864,-1.5089796039021488,0.30572780387707965,-1.437826593530401,0.23457479350533195
HfCl2Ge,-0.8139718355172545,-1.3017552274250714,0.48778339190781694,-1.2310159865116197,0.4170441509943652,-1.114750037034454,0.3007782015171996,-1.4230054362067088,0.6090336006894543
InNbZn2Br4O4,-1.4988303197065236,-1.0725943752729092,0.42623594443361434,-1.3308444347161028,0.16798588499042078,-1.1982511057711627,0.3005792139353609,-0.8416522161059303,0.6571781036005933
Ca2CuF2O2,-2.50045285995674,-1.873083838416728,0.6273690215400121,-2.041460382058964,0.4589924778977763,-2.2015959719728633,0.2988568879838769,-2.262738655910003,0.23771420404673727
Fe4B3F2O2,-0.1332109356725781,-0.9268309114997054,0.7936199758271273,-0.41693280153817724,0.2837218658655991,-0.43004336713064173,0.2968324314580636,-0.23588270138870174,0.10267176571612363
SrHIO,-1.743296425590525,-1.2407802512389638,0.5025161743515612,-1.5519607019023585,0.19133572368816654,-1.4487188568893268,0.2945775687011982,-1.7471820666229732,0.0038856410324481505
ZrF2P2S6,-0.878123080569058,-1.7182815357563248,0.8401584551872668,-1.3204369618659004,0.44231388129684246,-1.1698050425679267,0.29168196199886876,-1.1194765208898059,0.2413534403207479
SrBr2,-2.155394196048223,-1.3675689091296608,0.787825286918562,-2.006921838923878,0.1484723571243447,-1.8663750350089738,0.28901916103924896,-2.04591892504461,0.10947527100361265
Sc2CF2S2,-1.1007637270036024,-1.948257145444889,0.8474934184412866,-1.614427979669854,0.5136642526662516,-1.3894176151383684,0.288653888134766,-1.3244205607658674,0.22365683376226508
Ti3C2F2,-1.8604177938835973,-1.3045475067608492,0.5558702871227481,-1.486090662565649,0.37432713131794837,-1.5731924968514612,0.28722529703213606,-1.7269333406026905,0.13348445328090675
Mo3NbBrISbTe,-0.0538947682075967,-0.8526780852320603,0.7987833170244636,-0.30878365395646046,0.25488888574886376,-0.3371242688101812,0.2832295006025845,-0.09379439128523762,0.03989962307764092
SnF4,-2.533803886142208,-1.5886662952892654,0.9451375908529425,-2.3959201229521336,0.13788376319007423,-2.251399889345025,0.282403996797183,-2.32556588000125,0.20823800614095767
HfRe2RhBrISe6,-0.3471567061892067,-0.913388338655984,0.5662316324667773,-0.6859857964009916,0.33882909021178487,-0.6243523426259707,0.27719563643676404,-0.40348943444569774,0.05633272825649105
Ti2Zr2O8,-3.165694202953764,-2.5238589703868977,0.6418352325668661,-2.9671866232607265,0.19850757969303734,-2.8905815099659202,0.2751126929878436,-2.925971993239799,0.23972220971396485
TlO,-0.3870492387610347,-1.0045826382616583,0.6175333995006236,-0.7066567951257782,0.3196075563647435,-0.6610615689889857,0.274012330227951,-0.5592492182075609,0.1721999794465262
Sc2O13S5,-1.721484852033066,-1.8059178117637857,0.08443295973071985,-2.2091290978716267,0.4876442458385608,-1.9943563344225557,0.2728714823894898,-2.224583177241612,0.5030983252085461
CuRe2Br4Se,0.1244666897352386,-0.44425899438999095,0.5687256841252295,-0.018754529490903234,0.14322121922614184,-0.14757284926745368,0.2720395390026923,0.08789097817226071,0.03657571156297788
Hf2CO2,-2.307389343182172,-1.26476319491116,1.0426261482710122,-2.0011951925473546,0.3061941506348176,-2.037078297860353,0.27031104532181915,-2.0519272852239414,0.25546205795823074
RbGeO2,-0.8463466579447889,-1.3586358410470716,0.5122891831022827,-1.2162679747548553,0.36992131681006635,-1.1116621369684758,0.2653154790236869,-0.9364141131706212,0.09006745522583226
Na2H2N2S6,0.037328515125159,-0.5041223378628773,0.5414508529880363,-0.12972750660994628,0.16705602173510528,-0.2269954934338221,0.2643240085589811,0.028230670647609597,0.009097844477549404
Ba2CuF2O2,-2.5707719403297653,-1.9996748134968179,0.5710971268329474,-2.117534428076151,0.4532375122536143,-2.3094973095331643,0.26127463079660096,-2.6401422677515165,0.0693703274217512
K2C2F6O6S2,-1.7253485468697138,-1.186159329106589,0.5391892177631248,-1.4181741191640773,0.3071744277056365,-1.4641707227506755,0.26117782411903834,-1.494920302430818,0.23042824443889587
H2O12P2Sb4,-1.6312311106214317,-0.7573801033417704,0.8738510072796613,-1.4522709609097912,0.17896014971164043,-1.371307822736062,0.25992328788536967,-1.3003787949698857,0.33085231565154594
PdPt2BrClFO4,-0.3862418636731334,-0.9113111583252177,0.5250692946520843,-0.7407191948840054,0.354477331210872,-0.6408698681079308,0.2546280044347974,-0.40928344440375786,0.023041580730624456
Ag4F4I4O4,-0.1638373688877559,-0.723590893757294,0.5597535248695381,-0.528631455764314,0.3647940868765581,-0.4175879484766272,0.2537505795888713,-0.2405577695544581,0.07672040066670219
Bi2O8P2,-1.8490248716596929,-1.2265663712624346,0.6224585003972583,-1.5471181187210776,0.30190675293861524,-1.5986246069520298,0.2504002647076631,-1.4437456808830633,0.40527919077662955
NbZrClSe,-0.6545267367713938,-1.2590213580564296,0.6044946212850357,-0.8387614384832366,0.18423470171184275,-0.9031141490442752,0.2485874122728814,-0.6951405348758264,0.04061379810443255
Au3O4Sb,-0.1317697395513422,-0.7953991047892623,0.6636293652379202,-0.3914741311626823,0.2597043916113401,-0.37944250065310897,0.24767276110176678,-0.19326745755420058,0.06149771800285839
Au2I2N2,1.0627729129001484,0.42637640397314747,0.636396508927001,0.7095337163597174,0.353239196540431,0.8192004042935938,0.24357250860655466,0.8681011816005584,0.19467173129959003
GaHgTlO4,-0.796727529781343,-1.3376237811191332,0.5408962513377902,-1.0668981418569956,0.2701706120756526,-1.040024925187967,0.24329739540662398,-0.8083709083383095,0.01164337855696651
